athlete,athlete_id,country_noc,sexo,sport,medal,edition
Adam Małysz,99860,POL,Men,Ski Jumping,Silver,2010 Winter Olympics
Michael Uhrmann,101137,GER,Men,Ski Jumping,Silver,2010 Winter Olympics
Seong Si-Baek,119805,KOR,Men,Short Track Speed Skating,Silver,2010 Winter Olympics
Lee Ho-Seok,109911,KOR,Men,Short Track Speed Skating,Silver,2010 Winter Olympics
Apolo Anton Ohno,101555,USA,Men,Short Track Speed Skating,Silver,2010 Winter Olympics
Lee Jeong-Su,119779,KOR,Men,Short Track Speed Skating,Silver,2010 Winter Olympics
Marianne St-Gelais,119786,CAN,Women,Short Track Speed Skating,Silver,2010 Winter Olympics
Katherine Reutter,119773,USA,Women,Short Track Speed Skating,Silver,2010 Winter Olympics
Lee Eun-Byeol,119778,KOR,Women,Short Track Speed Skating,Silver,2010 Winter Olympics
Valérie Maltais,119809,CAN,Women,Short Track Speed Skating,Silver,2010 Winter Olympics
Jamie Langenbrunner,100717,USA,Men,Ice Hockey,Silver,2010 Winter Olympics
Angela Ruggiero,100467,USA,Women,Ice Hockey,Silver,2010 Winter Olympics
Thomas Løvold,1800016,NOR,Men,Curling,Silver,2010 Winter Olympics
Cheryl Bernard,118882,CAN,Women,Curling,Silver,2010 Winter Olympics
David Möller,109685,GER,Men,Luge,Silver,2010 Winter Olympics
Juris Šics,110299,LAT,Open,Luge,Silver,2010 Winter Olympics
Nina Reithmayer,109948,AUT,Women,Luge,Silver,2010 Winter Olympics
Thomas Florschütz,118714,GER,Men,Bobsleigh,Silver,2010 Winter Olympics
Martin Putze,110998,GER,Men,Bobsleigh,Silver,2010 Winter Olympics
Shelley-Ann Brown,118710,CAN,Women,Bobsleigh,Silver,2010 Winter Olympics
Yevgeny Plyushchenko,101967,RUS,Men,Figure Skating,Silver,2010 Winter Olympics
Mao Asada,119096,JPN,Women,Figure Skating,Silver,2010 Winter Olympics
Tong Jian,101232,CHN,Mixed,Figure Skating,Silver,2010 Winter Olympics
Meryl Davis,119104,USA,Mixed,Figure Skating,Silver,2010 Winter Olympics
Dale Begg-Smith,110337,AUS,Men,Freestyle Skiing,Silver,2010 Winter Olympics
Jeret Peterson,101591,USA,Men,Freestyle Skiing,Silver,2010 Winter Olympics
Andreas Matt,118939,AUT,Men,Freestyle Skiing,Silver,2010 Winter Olympics
Jennifer Heil,101984,CAN,Women,Freestyle Skiing,Silver,2010 Winter Olympics
Li Nina,101579,CHN,Women,Freestyle Skiing,Silver,2010 Winter Olympics
Hedda Berntsen,101738,NOR,Women,Freestyle Skiing,Silver,2010 Winter Olympics
Benjamin Karl,119838,AUT,Men,Snowboarding,Silver,2010 Winter Olympics
Peetu Piiroinen,119610,FIN,Men,Snowboarding,Silver,2010 Winter Olympics
Mike Robertson,119600,CAN,Men,Snowboarding,Silver,2010 Winter Olympics
Yekaterina Ilyukhina,119640,RUS,Women,Snowboarding,Silver,2010 Winter Olympics
Hannah Teter,109966,USA,Women,Snowboarding,Silver,2010 Winter Olympics
Déborah Anthonioz,110957,FRA,Women,Snowboarding,Silver,2010 Winter Olympics
Keiichiro Nagashima,110048,JPN,Men,Speed Skating,Silver,2010 Winter Olympics
Mo Tae-Beom,119703,KOR,Men,Speed Skating,Silver,2010 Winter Olympics
Shani Davis,109684,USA,Men,Speed Skating,Silver,2010 Winter Olympics
Lee Seung-Hun,119690,KOR,Men,Speed Skating,Silver,2010 Winter Olympics
Ivan Skobrev,109678,RUS,Men,Speed Skating,Silver,2010 Winter Olympics
Chad Hedrick,109682,USA,Men,Speed Skating,Silver,2010 Winter Olympics
Jenny Wolf,101498,GER,Women,Speed Skating,Silver,2010 Winter Olympics
Annette Gerritsen,110121,NED,Women,Speed Skating,Silver,2010 Winter Olympics
Kristina Groves,100968,CAN,Women,Speed Skating,Silver,2010 Winter Olympics
Stephanie Beckert,119729,GER,Women,Speed Skating,Silver,2010 Winter Olympics
Stephanie Beckert,119729,GER,Women,Speed Skating,Silver,2010 Winter Olympics
Miho Takagi,119701,JPN,Women,Speed Skating,Silver,2010 Winter Olympics
Aksel Lund Svindal,109893,NOR,Men,Alpine Skiing,Silver,2010 Winter Olympics
Bode Miller,99516,USA,Men,Alpine Skiing,Silver,2010 Winter Olympics
Kjetil Jansrud,110097,NOR,Men,Alpine Skiing,Silver,2010 Winter Olympics
Ivica Kostelić,101791,CRO,Men,Alpine Skiing,Silver,2010 Winter Olympics
Ivica Kostelić,101791,CRO,Men,Alpine Skiing,Silver,2010 Winter Olympics
Julia Mancuso,101440,USA,Women,Alpine Skiing,Silver,2010 Winter Olympics
Tina Maze,101833,SLO,Women,Alpine Skiing,Silver,2010 Winter Olympics
Tina Maze,101833,SLO,Women,Alpine Skiing,Silver,2010 Winter Olympics
Marlies Schild,101739,AUT,Women,Alpine Skiing,Silver,2010 Winter Olympics
Julia Mancuso,101440,USA,Women,Alpine Skiing,Silver,2010 Winter Olympics
Martins Dukurs,111080,LAT,Men,Skeleton,Silver,2010 Winter Olympics
Kerstin Szymkowiak,119500,GER,Women,Skeleton,Silver,2010 Winter Olympics
Kjetil Jansrud,110097,NOR,Men,Alpine Skiing,Silver,2018 Winter Olympics
Beat Feuz,128460,SUI,Men,Alpine Skiing,Silver,2018 Winter Olympics
Henrik Kristoffersen,128182,NOR,Men,Alpine Skiing,Silver,2018 Winter Olympics
Ramon Zenhäusern,128464,SUI,Men,Alpine Skiing,Silver,2018 Winter Olympics
Alexis Pinturault,127712,FRA,Men,Alpine Skiing,Silver,2018 Winter Olympics
Ragnhild Mowinckel,128179,NOR,Women,Alpine Skiing,Silver,2018 Winter Olympics
Anna Veith,118325,AUT,Women,Alpine Skiing,Silver,2018 Winter Olympics
Ragnhild Mowinckel,128179,NOR,Women,Alpine Skiing,Silver,2018 Winter Olympics
Wendy Holdener,128455,SUI,Women,Alpine Skiing,Silver,2018 Winter Olympics
Mikaela Shiffrin,128669,USA,Women,Alpine Skiing,Silver,2018 Winter Olympics
Manuel Feller,136703,AUT,Mixed,Alpine Skiing,Silver,2018 Winter Olympics
Michal Krčmář,127594,CZE,Men,Biathlon,Silver,2018 Winter Olympics
Sebastian Samuelsson,138154,SWE,Men,Biathlon,Silver,2018 Winter Olympics
Simon Schempp,118583,GER,Men,Biathlon,Silver,2018 Winter Olympics
Jakov Fak,118525,SLO,Men,Biathlon,Silver,2018 Winter Olympics
Johannes Thingnes Bø,128188,NOR,Men,Biathlon,Silver,2018 Winter Olympics
Marte Olsbu,137711,NOR,Women,Biathlon,Silver,2018 Winter Olympics
Anastasia Kuzmina,118501,SVK,Women,Biathlon,Silver,2018 Winter Olympics
Daria Domrachava,118516,BLR,Women,Biathlon,Silver,2018 Winter Olympics
Anastasia Kuzmina,118501,SVK,Women,Biathlon,Silver,2018 Winter Olympics
Mona Brorsson,138147,SWE,Women,Biathlon,Silver,2018 Winter Olympics
Marte Olsbu,137711,NOR,Mixed,Biathlon,Silver,2018 Winter Olympics
Seo Yeong-Wu,128075,KOR,Open,Bobsleigh,Silver,2018 Winter Olympics
Eric Franke,137259,GER,Open,Bobsleigh,Silver,2018 Winter Olympics
Elana Meyers Taylor,118644,USA,Women,Bobsleigh,Silver,2018 Winter Olympics
Federico Pellegrino,127933,ITA,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Simen Hegstad Krüger,137726,NOR,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Aleksandr Bolshunov,137797,ROC,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Martin Johnsrud Sundby,118807,NOR,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Aleksey Chervotkin,137798,ROC,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Denis Spitsov,137801,ROC,Men,Cross Country Skiing,Silver,2018 Winter Olympics
Maiken Caspersen Falla,118799,NOR,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Charlotte Kalla,118748,SWE,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Krista Pärmäkoski,118787,FIN,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Marit Bjørgen,101008,NOR,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Anna Haag,118732,SWE,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Charlotte Kalla,118748,SWE,Women,Cross Country Skiing,Silver,2018 Winter Olympics
Christoffer Sundgren,138169,SWE,Men,Curling,Silver,2018 Winter Olympics
Kim Eun-Jeong,137548,KOR,Women,Curling,Silver,2018 Winter Olympics
Jenny Perret,138047,SUI,Mixed,Curling,Silver,2018 Winter Olympics
Matt Graham,127299,AUS,Men,Freestyle Skiing,Silver,2018 Winter Olympics
Jia Zongyang,118979,CHN,Men,Freestyle Skiing,Silver,2018 Winter Olympics
Alex Ferreira,138294,USA,Men,Freestyle Skiing,Silver,2018 Winter Olympics
Nick Goepper,128711,USA,Men,Freestyle Skiing,Silver,2018 Winter Olympics
Marc Bischofberger,138058,SUI,Men,Freestyle Skiing,Silver,2018 Winter Olympics
Justine Dufour-Lapointe,127456,CAN,Women,Freestyle Skiing,Silver,2018 Winter Olympics
Zhang Xin,127558,CHN,Women,Freestyle Skiing,Silver,2018 Winter Olympics
Marie Martinod,127740,FRA,Women,Freestyle Skiing,Silver,2018 Winter Olympics
Mathilde Gremaud,138056,SUI,Women,Freestyle Skiing,Silver,2018 Winter Olympics
Britt Phelan,127426,CAN,Women,Freestyle Skiing,Silver,2018 Winter Olympics
Shoma Uno,137460,JPN,Men,Figure Skating,Silver,2018 Winter Olympics
Yevgeniya Medvedeva,137824,ROC,Women,Figure Skating,Silver,2018 Winter Olympics
Han Cong,136961,CHN,Mixed,Figure Skating,Silver,2018 Winter Olympics
Gabriella Papadakis,137188,FRA,Mixed,Figure Skating,Silver,2018 Winter Olympics
Tiffani Zagorski,137829,ROC,Mixed,Figure Skating,Silver,2018 Winter Olympics
Frank Mauer,137303,GER,Men,Ice Hockey,Silver,2018 Winter Olympics
Meghan Agosta,110248,CAN,Women,Ice Hockey,Silver,2018 Winter Olympics
Peter Penz,127370,AUT,Open,Luge,Silver,2018 Winter Olympics
Dajana Eitberger,137315,GER,Women,Luge,Silver,2018 Winter Olympics
Tristan Walker,119459,CAN,Mixed,Luge,Silver,2018 Winter Olympics
Akito Watabe,110874,JPN,Men,Nordic Combined,Silver,2018 Winter Olympics
Fabian Rießle,127857,GER,Men,Nordic Combined,Silver,2018 Winter Olympics
Jørgen Graabak,128220,NOR,Men,Nordic Combined,Silver,2018 Winter Olympics
Nikita Tregubov,128387,ROC,Men,Skeleton,Silver,2018 Winter Olympics
Jacqueline Lölling,137320,GER,Women,Skeleton,Silver,2018 Winter Olympics
Johann André Forfang,137752,NOR,Men,Ski Jumping,Silver,2018 Winter Olympics
Andreas Wellinger,127867,GER,Men,Ski Jumping,Silver,2018 Winter Olympics
Andreas Wellinger,127867,GER,Men,Ski Jumping,Silver,2018 Winter Olympics
Katharina Althaus,127860,GER,Women,Ski Jumping,Silver,2018 Winter Olympics
Lee Sang-Ho,137631,KOR,Men,Snowboarding,Silver,2018 Winter Olympics
Ayumu Hirano,128021,JPN,Men,Snowboarding,Silver,2018 Winter Olympics
Kyle Mack,138374,USA,Men,Snowboarding,Silver,2018 Winter Olympics
Max Parrot,127530,CAN,Men,Snowboarding,Silver,2018 Winter Olympics
Jarryd Hughes,127316,AUS,Men,Snowboarding,Silver,2018 Winter Olympics
Selina Jörg,119627,GER,Women,Snowboarding,Silver,2018 Winter Olympics
Liu Jiayu,119592,CHN,Women,Snowboarding,Silver,2018 Winter Olympics
Jamie Anderson,128763,USA,Women,Snowboarding,Silver,2018 Winter Olympics
Laurie Blouin,136905,CAN,Women,Snowboarding,Silver,2018 Winter Olympics
Julia Pereira de Sousa Mabileau,137197,FRA,Women,Snowboarding,Silver,2018 Winter Olympics
Cha Min-Gyu,137635,KOR,Men,Speed Skating,Silver,2018 Winter Olympics
Håvard Holmefjord Lorentzen,128235,NOR,Men,Speed Skating,Silver,2018 Winter Olympics
Patrick Roest,137696,NED,Men,Speed Skating,Silver,2018 Winter Olympics
Ted-Jan Bloemen,136922,CAN,Men,Speed Skating,Silver,2018 Winter Olympics
Jorrit Bergsma,128171,NED,Men,Speed Skating,Silver,2018 Winter Olympics
Kim Min-Seok,137638,KOR,Men,Speed Skating,Silver,2018 Winter Olympics
Bart Swings,127397,BEL,Men,Speed Skating,Silver,2018 Winter Olympics
Lee Sang-Hwa,110124,KOR,Women,Speed Skating,Silver,2018 Winter Olympics
Nao Kodaira,119706,JPN,Women,Speed Skating,Silver,2018 Winter Olympics
Miho Takagi,119701,JPN,Women,Speed Skating,Silver,2018 Winter Olympics
Ireen Wüst,109767,NED,Women,Speed Skating,Silver,2018 Winter Olympics
Martina Sáblíková,109768,CZE,Women,Speed Skating,Silver,2018 Winter Olympics
Antoinette de Jong,128166,NED,Women,Speed Skating,Silver,2018 Winter Olympics
Kim Bo-Reum,128101,KOR,Women,Speed Skating,Silver,2018 Winter Olympics
Hwang Dae-Heon,137644,KOR,Men,Short Track Speed Skating,Silver,2018 Winter Olympics
John-Henry Krueger,138385,USA,Men,Short Track Speed Skating,Silver,2018 Winter Olympics
Sjinkie Knegt,119802,NED,Men,Short Track Speed Skating,Silver,2018 Winter Olympics
Wu Dajing,127580,CHN,Men,Short Track Speed Skating,Silver,2018 Winter Olympics
Yara van Kerkhof,128174,NED,Women,Short Track Speed Skating,Silver,2018 Winter Olympics
Kim Boutin,136927,CAN,Women,Short Track Speed Skating,Silver,2018 Winter Olympics
Li Jinyu,136982,CHN,Women,Short Track Speed Skating,Silver,2018 Winter Olympics
Arianna Fontana,109931,ITA,Women,Short Track Speed Skating,Silver,2018 Winter Olympics
Aleksandr Zuyev,146216,ROC,Men,3x3 Basketball,Silver,2020 Summer Olympics
Yevgeniya Frolkina,147652,ROC,Women,3x3 Basketball,Silver,2020 Summer Olympics
Daniel Dhers,147562,VEN,Men,Cycling BMX Freestyle,Silver,2020 Summer Olympics
Hannah Roberts,147147,USA,Women,Cycling BMX Freestyle,Silver,2020 Summer Olympics
Damián Quintero,142555,ESP,Men,Karate,Silver,2020 Summer Olympics
Kiyou Shimizu,144403,JPN,Women,Karate,Silver,2020 Summer Olympics
Eray Şamdan,146969,TUR,Men,Karate,Silver,2020 Summer Olympics
Rəfael Ağayev,140924,AZE,Men,Karate,Silver,2020 Summer Olympics
Tareg Hamedi,145085,KSA,Men,Karate,Silver,2020 Summer Olympics
Anzhelika Terliuha,147026,UKR,Women,Karate,Silver,2020 Summer Olympics
Yin Xiaoyan,141712,CHN,Women,Karate,Silver,2020 Summer Olympics
İrina Zaretska,140906,AZE,Women,Karate,Silver,2020 Summer Olympics
Nathaniel Coleman,147403,USA,Men,Sport Climbing,Silver,2020 Summer Olympics
Miho Nonaka,144338,JPN,Women,Sport Climbing,Silver,2020 Summer Olympics
Kelvin Hoefler,141263,BRA,Men,Skateboarding,Silver,2020 Summer Olympics
Rayssa Leal,141168,BRA,Women,Skateboarding,Silver,2020 Summer Olympics
Pedro Barros,141265,BRA,Men,Skateboarding,Silver,2020 Summer Olympics
Kokona Hiraki,144431,JPN,Women,Skateboarding,Silver,2020 Summer Olympics
Kanoa Igarashi,144704,JPN,Men,Surfing,Silver,2020 Summer Olympics
Bianca Buitendag,146391,RSA,Women,Surfing,Silver,2020 Summer Olympics
Steve Wijler,145535,NED,Mixed,Archery,Silver,2020 Summer Olympics
Mauro Nespoli,111536,ITA,Men,Archery,Silver,2020 Summer Olympics
Deng Yu-Cheng,146850,TPE,Men,Archery,Silver,2020 Summer Olympics
Yelena Osipova,146095,ROC,Women,Archery,Silver,2020 Summer Olympics
Svetlana Gomboyeva,146094,ROC,Women,Archery,Silver,2020 Summer Olympics
Alex Yee,143206,GBR,Men,Triathlon,Silver,2020 Summer Olympics
Georgia Taylor-Brown,143085,GBR,Women,Triathlon,Silver,2020 Summer Olympics
Katie Zaferes,132170,USA,Mixed,Triathlon,Silver,2020 Summer Olympics
Damir Mikec,111737,SRB,Men,Shooting,Silver,2020 Summer Olympics
Leuris Pupo,93036,CUB,Men,Shooting,Silver,2020 Summer Olympics
Sheng Lihao,141876,CHN,Men,Shooting,Silver,2020 Summer Olympics
Sergey Kamensky,135792,ROC,Men,Shooting,Silver,2020 Summer Olympics
David Kostelecký,41735,CZE,Men,Shooting,Silver,2020 Summer Olympics
Jesper Hansen,123060,DEN,Men,Shooting,Silver,2020 Summer Olympics
Antoaneta Kostadinova,121637,BUL,Women,Shooting,Silver,2020 Summer Olympics
Kim Min-Jeong,136591,KOR,Women,Shooting,Silver,2020 Summer Olympics
Anastasiya Galashina,146173,ROC,Women,Shooting,Silver,2020 Summer Olympics
Yuliya Zykova,146178,ROC,Women,Shooting,Silver,2020 Summer Olympics
Kayle Browning,147240,USA,Women,Shooting,Silver,2020 Summer Olympics
Diana Bacosi,130677,ITA,Women,Shooting,Silver,2020 Summer Olympics
Artyom Chernousov,146262,ROC,Mixed,Shooting,Silver,2020 Summer Olympics
Mary Tucker,147242,USA,Mixed,Shooting,Silver,2020 Summer Olympics
Alessandra Perilli,121534,SMR,Mixed,Shooting,Silver,2020 Summer Olympics
Uta Abe,144401,JPN,Mixed,Judo,Silver,2020 Summer Olympics
Yang Yung-Wei,146861,TPE,Men,Judo,Silver,2020 Summer Olympics
Vazha Margvelashvili,134091,GEO,Men,Judo,Silver,2020 Summer Olympics
Lasha Shavdatuashvili,121786,GEO,Men,Judo,Silver,2020 Summer Olympics
Saeid Mollaei,134476,MGL,Men,Judo,Silver,2020 Summer Olympics
Eduard Trippel,143450,GER,Men,Judo,Silver,2020 Summer Olympics
Jo Gu-Ham,134970,KOR,Men,Judo,Silver,2020 Summer Olympics
Guram Tushishvili,143217,GEO,Men,Judo,Silver,2020 Summer Olympics
Funa Tonaki,144398,JPN,Women,Judo,Silver,2020 Summer Olympics
Amandine Buchard,142746,FRA,Women,Judo,Silver,2020 Summer Olympics
Sarah-Léonie Cysique,142750,FRA,Women,Judo,Silver,2020 Summer Olympics
Tina Trstenjak,131684,SLO,Women,Judo,Silver,2020 Summer Olympics
Michaela Polleres,2101235,AUT,Women,Judo,Silver,2020 Summer Olympics
Madeleine Malonga,142747,FRA,Women,Judo,Silver,2020 Summer Olympics
Idalys Ortiz,112605,CUB,Women,Judo,Silver,2020 Summer Olympics
Nick Martinez,147389,USA,Men,Baseball,Silver,2020 Summer Olympics
Delaney Spaulding,147255,USA,Women,Softball,Silver,2020 Summer Olympics
Florent Manaudou,125884,FRA,Men,Swimming,Silver,2020 Summer Olympics
Kyle Chalmers,132557,AUS,Men,Swimming,Silver,2020 Summer Olympics
Duncan Scott,134067,GBR,Men,Swimming,Silver,2020 Summer Olympics
Jack McLoughlin,132553,AUS,Men,Swimming,Silver,2020 Summer Olympics
Gregorio Paltrinieri,124275,ITA,Men,Swimming,Silver,2020 Summer Olympics
Mykhailo Romanchuk,136206,UKR,Men,Swimming,Silver,2020 Summer Olympics
Manuel Frigo,144208,ITA,Men,Swimming,Silver,2020 Summer Olympics
Yevgeny Rylov,135802,ROC,Men,Swimming,Silver,2020 Summer Olympics
Kliment Kolesnikov,2503914,ROC,Men,Swimming,Silver,2020 Summer Olympics
Ryan Murphy,136367,USA,Men,Swimming,Silver,2020 Summer Olympics
Arno Kamminga,145595,NED,Men,Swimming,Silver,2020 Summer Olympics
Arno Kamminga,145595,NED,Men,Swimming,Silver,2020 Summer Olympics
Kristóf Milák,2503191,HUN,Men,Swimming,Silver,2020 Summer Olympics
Tomoru Honda,144715,JPN,Men,Swimming,Silver,2020 Summer Olympics
Duncan Scott,134067,GBR,Men,Swimming,Silver,2020 Summer Olympics
Jay Litherland,136362,USA,Men,Swimming,Silver,2020 Summer Olympics
James Guy,134069,GBR,Men,Swimming,Silver,2020 Summer Olympics
Sarah Sjöström,112272,SWE,Women,Swimming,Silver,2020 Summer Olympics
Siobhán Haughey,130494,HKG,Women,Swimming,Silver,2020 Summer Olympics
Siobhán Haughey,130494,HKG,Women,Swimming,Silver,2020 Summer Olympics
Katie Ledecky,126653,USA,Women,Swimming,Silver,2020 Summer Olympics
Ariarne Titmus,140687,AUS,Women,Swimming,Silver,2020 Summer Olympics
Erica Sullivan,147274,USA,Women,Swimming,Silver,2020 Summer Olympics
Kayla Sanchez,141453,CAN,Women,Swimming,Silver,2020 Summer Olympics
Brooke Forde,147270,USA,Women,Swimming,Silver,2020 Summer Olympics
Kylie Masse,129508,CAN,Women,Swimming,Silver,2020 Summer Olympics
Kylie Masse,129508,CAN,Women,Swimming,Silver,2020 Summer Olympics
Tatjana Schoenmaker,146399,RSA,Women,Swimming,Silver,2020 Summer Olympics
Lilly King,132158,USA,Women,Swimming,Silver,2020 Summer Olympics
Zhang Yufei,129678,CHN,Women,Swimming,Silver,2020 Summer Olympics
Regan Smith,147282,USA,Women,Swimming,Silver,2020 Summer Olympics
Alex Walsh,147266,USA,Women,Swimming,Silver,2020 Summer Olympics
Emma Weyant,147273,USA,Women,Swimming,Silver,2020 Summer Olympics
Regan Smith,147282,USA,Women,Swimming,Silver,2020 Summer Olympics
Yang Junxuan,2504727,CHN,Mixed,Swimming,Silver,2020 Summer Olympics
Kristóf Rasovszky,134387,HUN,Men,Marathon Swimming,Silver,2020 Summer Olympics
Sharon van Rouwendaal,125722,NED,Women,Marathon Swimming,Silver,2020 Summer Olympics
Fred Kerley,147327,USA,Men,Athletics,Silver,2020 Summer Olympics
Kenny Bednarek,147336,USA,Men,Athletics,Silver,2020 Summer Olympics
Anthony Zambrano,133243,COL,Men,Athletics,Silver,2020 Summer Olympics
Ferguson Rotich,134879,KEN,Men,Athletics,Silver,2020 Summer Olympics
Timothy Cheruiyot,144858,KEN,Men,Athletics,Silver,2020 Summer Olympics
Moh Ahmed,120195,CAN,Men,Athletics,Silver,2020 Summer Olympics
Joshua Cheptegei,136165,UGA,Men,Athletics,Silver,2020 Summer Olympics
Abdi Nageeye,135227,NED,Men,Athletics,Silver,2020 Summer Olympics
Grant Holloway,147330,USA,Men,Athletics,Silver,2020 Summer Olympics
Rai Benjamin,147346,USA,Men,Athletics,Silver,2020 Summer Olympics
Lamecha Girma,147787,ETH,Men,Athletics,Silver,2020 Summer Olympics
Gavin Smellie,126062,CAN,Men,Athletics,Silver,2020 Summer Olympics
Jochem Dobber,145538,NED,Men,Athletics,Silver,2020 Summer Olympics
Koki Ikeda,144515,JPN,Men,Athletics,Silver,2020 Summer Olympics
Jonathan Hilbert,143350,GER,Men,Athletics,Silver,2020 Summer Olympics
Chris Nilsen,147316,USA,Men,Athletics,Silver,2020 Summer Olympics
Juan Miguel Echevarría,142029,CUB,Men,Athletics,Silver,2020 Summer Olympics
Zhu Yaming,141820,CHN,Men,Athletics,Silver,2020 Summer Olympics
Joe Kovacs,136251,USA,Men,Athletics,Silver,2020 Summer Olympics
Simon Pettersson,146750,SWE,Men,Athletics,Silver,2020 Summer Olympics
Eivind Henriksen,121160,NOR,Men,Athletics,Silver,2020 Summer Olympics
Jakub Vadlejch,125233,CZE,Men,Athletics,Silver,2020 Summer Olympics
Kévin Mayer,125947,FRA,Men,Athletics,Silver,2020 Summer Olympics
Shelly-Ann Fraser-Pryce,114740,JAM,Women,Athletics,Silver,2020 Summer Olympics
Christine Mboma,145426,NAM,Women,Athletics,Silver,2020 Summer Olympics
Marileidy Paulino,142190,DOM,Women,Athletics,Silver,2020 Summer Olympics
Keely Hodgkinson,142966,GBR,Women,Athletics,Silver,2020 Summer Olympics
Laura Muir,130211,GBR,Women,Athletics,Silver,2020 Summer Olympics
Hellen Obiri,124006,KEN,Women,Athletics,Silver,2020 Summer Olympics
Kalkidan Gezahegne,141289,BRN,Women,Athletics,Silver,2020 Summer Olympics
Brigid Kosgei,144803,KEN,Women,Athletics,Silver,2020 Summer Olympics
